trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2273,False,"{'a': 0.10300270798310492, 'e': 0.10300270798310492}",30,18,24.971227150219708,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2274,False,"{'a': 0.102899756759313, 'e': 0.102899756759313}",25,11,12.183440926501872,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2275,False,"{'a': 0.1027969084352864, 'e': 0.1027969084352864}",25,15,11.620514095890877,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2276,False,"{'a': 0.10269416290817676, 'e': 0.10269416290817676}",30,21,16.489879677037834,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2277,False,"{'a': 0.10259152007523863, 'e': 0.10259152007523863}",20,10,22.638252706252388,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2278,False,"{'a': 0.10248897983382912, 'e': 0.10248897983382912}",25,18,13.344714851697596,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2279,False,"{'a': 0.102386542081408, 'e': 0.102386542081408}",20,10,15.876258115808387,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2280,False,"{'a': 0.10228420671553744, 'e': 0.10228420671553744}",30,16,28.30077872588709,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2281,False,"{'a': 0.10218197363388216, 'e': 0.10218197363388216}",30,19,22.290423026664488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2282,False,"{'a': 0.10207984273420903, 'e': 0.10207984273420903}",20,2,18.21686555248037,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2283,False,"{'a': 0.10197781391438715, 'e': 0.10197781391438715}",20,11,16.389166447985016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2284,False,"{'a': 0.10187588707238764, 'e': 0.10187588707238764}",20,0,21.38584775763989,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
2285,False,"{'a': 0.10177406210628372, 'e': 0.10177406210628372}",20,12,13.09822584570075,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2286,False,"{'a': 0.1016723389142504, 'e': 0.1016723389142504}",25,11,12.641493095029606,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2287,False,"{'a': 0.10157071739456447, 'e': 0.10157071739456447}",25,7,19.515585491975717,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2288,False,"{'a': 0.10146919744560434, 'e': 0.10146919744560434}",25,15,20.00290810951911,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2289,False,"{'a': 0.10136777896585017, 'e': 0.10136777896585017}",20,6,28.67829468750625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2290,False,"{'a': 0.1012664618538834, 'e': 0.1012664618538834}",30,13,24.336098642620833,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2291,False,"{'a': 0.10116524600838693, 'e': 0.10116524600838693}",20,16,7.41062987110349,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2292,False,"{'a': 0.10106413132814486, 'e': 0.10106413132814486}",25,2,28.190987365595507,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
2293,False,"{'a': 0.10096311771204257, 'e': 0.10096311771204257}",20,10,14.714916573884462,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2294,False,"{'a': 0.10086220505906641, 'e': 0.10086220505906641}",20,13,14.584806345834497,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2295,False,"{'a': 0.10076139326830373, 'e': 0.10076139326830373}",25,16,-23.928727236951588,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
2296,False,"{'a': 0.10066068223894266, 'e': 0.10066068223894266}",20,11,19.2766063883836,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2297,False,"{'a': 0.10056007187027226, 'e': 0.10056007187027226}",20,14,11.819044651897334,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2298,False,"{'a': 0.1004595620616821, 'e': 0.1004595620616821}",25,14,8.530390544899571,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2299,False,"{'a': 0.1003591527126624, 'e': 0.1003591527126624}",20,16,7.20156565900063,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2300,False,"{'a': 0.1002588437228037, 'e': 0.1002588437228037}",20,10,-17.042356214321714,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
2301,False,"{'a': 0.10015863499179714, 'e': 0.10015863499179714}",35,24,21.05332905191165,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2302,False,"{'a': 0.10005852641943393, 'e': 0.10005852641943393}",25,15,20.30972841460464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2303,False,"{'a': 0.09995851790560546, 'e': 0.09995851790560546}",20,11,15.050733489325463,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2304,False,"{'a': 0.09985860935030318, 'e': 0.09985860935030318}",20,2,14.813710689177706,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2305,False,"{'a': 0.09975880065361863, 'e': 0.09975880065361863}",30,16,21.6949702203738,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2306,False,"{'a': 0.09965909171574303, 'e': 0.09965909171574303}",25,20,9.564611011787731,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2307,False,"{'a': 0.09955948243696745, 'e': 0.09955948243696745}",20,7,13.674177659045732,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2308,False,"{'a': 0.09945997271768262, 'e': 0.09945997271768262}",20,14,11.682875198490258,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2309,False,"{'a': 0.09936056245837875, 'e': 0.09936056245837875}",25,15,3.8990004493274597,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2310,False,"{'a': 0.09926125155964566, 'e': 0.09926125155964566}",20,10,19.80138600757733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2311,False,"{'a': 0.09916203992217239, 'e': 0.09916203992217239}",20,4,26.920331485053826,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2312,False,"{'a': 0.09906292744674731, 'e': 0.09906292744674731}",25,12,24.4701383608334,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2313,False,"{'a': 0.0989639140342579, 'e': 0.0989639140342579}",30,18,10.940857231496521,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2314,False,"{'a': 0.09886499958569081, 'e': 0.09886499958569081}",25,13,24.324671273025864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2315,False,"{'a': 0.09876618400213154, 'e': 0.09876618400213154}",20,14,10.268250574710464,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2316,False,"{'a': 0.0986674671847645, 'e': 0.0986674671847645}",20,3,33.05933030882774,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2317,False,"{'a': 0.09856884903487283, 'e': 0.09856884903487283}",20,12,-27.603843040409693,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
2318,False,"{'a': 0.09847032945383845, 'e': 0.09847032945383845}",20,0,31.90568490680231,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2319,False,"{'a': 0.09837190834314173, 'e': 0.09837190834314173}",20,15,10.186353652612922,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2320,False,"{'a': 0.09827358560436154, 'e': 0.09827358560436154}",20,9,19.148579862239632,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2321,False,"{'a': 0.09817536113917512, 'e': 0.09817536113917512}",20,15,9.180399044231347,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2322,False,"{'a': 0.09807723484935806, 'e': 0.09807723484935806}",25,2,23.42559515191198,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
2323,False,"{'a': 0.09797920663678401, 'e': 0.09797920663678401}",20,6,13.578254035375487,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
2324,False,"{'a': 0.09788127640342477, 'e': 0.09788127640342477}",20,6,28.37349335474604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2325,False,"{'a': 0.09778344405135005, 'e': 0.09778344405135005}",25,7,10.901798205614918,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
2326,False,"{'a': 0.09768570948272756, 'e': 0.09768570948272756}",35,21,26.363146898448168,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2327,False,"{'a': 0.0975880725998227, 'e': 0.0975880725998227}",20,10,6.141884919438539,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2328,False,"{'a': 0.09749053330499859, 'e': 0.09749053330499859}",30,8,41.14570184293892,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2329,False,"{'a': 0.09739309150071584, 'e': 0.09739309150071584}",20,7,14.554970154015258,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2330,False,"{'a': 0.09729574708953276, 'e': 0.09729574708953276}",25,8,31.15486232228642,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2331,False,"{'a': 0.09719849997410487, 'e': 0.09719849997410487}",25,11,13.399423134110785,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2332,False,"{'a': 0.09710135005718508, 'e': 0.09710135005718508}",20,12,-0.33801201313058904,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2333,False,"{'a': 0.09700429724162336, 'e': 0.09700429724162336}",25,13,20.85484347294252,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2334,False,"{'a': 0.09690734143036704, 'e': 0.09690734143036704}",20,3,26.877022813271985,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2335,False,"{'a': 0.09681048252646021, 'e': 0.09681048252646021}",25,11,27.18453749823,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2336,False,"{'a': 0.09671372043304398, 'e': 0.09671372043304398}",30,9,37.04775141135715,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2337,False,"{'a': 0.09661705505335619, 'e': 0.09661705505335619}",25,15,3.7059419075404936,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2338,False,"{'a': 0.09652048629073155, 'e': 0.09652048629073155}",20,9,25.808517211226658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2339,False,"{'a': 0.09642401404860125, 'e': 0.09642401404860125}",25,17,15.339158459531374,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2340,False,"{'a': 0.09632763823049303, 'e': 0.09632763823049303}",20,8,-75.04245225110117,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
2341,False,"{'a': 0.09623135874003103, 'e': 0.09623135874003103}",20,7,25.715667795635014,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2342,False,"{'a': 0.09613517548093582, 'e': 0.09613517548093582}",20,10,19.827718916624097,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2343,False,"{'a': 0.09603908835702411, 'e': 0.09603908835702411}",20,0,14.96389438320636,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2344,False,"{'a': 0.09594309727220877, 'e': 0.09594309727220877}",20,12,12.585721486835872,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2345,False,"{'a': 0.09584720213049865, 'e': 0.09584720213049865}",25,4,26.129669634723776,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
2346,False,"{'a': 0.09575140283599869, 'e': 0.09575140283599869}",35,13,26.724717282954707,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2347,False,"{'a': 0.09565569929290954, 'e': 0.09565569929290954}",20,10,20.739356915125043,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2348,False,"{'a': 0.09556009140552765, 'e': 0.09556009140552765}",20,16,9.144453356713937,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2349,False,"{'a': 0.0954645790782451, 'e': 0.0954645790782451}",20,10,15.473050528865192,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2350,False,"{'a': 0.09536916221554961, 'e': 0.09536916221554961}",20,14,13.100707921831777,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2351,False,"{'a': 0.09527384072202429, 'e': 0.09527384072202429}",20,16,5.705718862286869,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2352,False,"{'a': 0.09517861450234763, 'e': 0.09517861450234763}",20,7,22.34466824421071,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2353,False,"{'a': 0.09508348346129337, 'e': 0.09508348346129337}",25,14,22.861707085831412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2354,False,"{'a': 0.09498844750373053, 'e': 0.09498844750373053}",25,19,9.05132098722572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2355,False,"{'a': 0.09489350653462311, 'e': 0.09489350653462311}",20,14,9.075801996908133,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2356,False,"{'a': 0.09479866045903014, 'e': 0.09479866045903014}",25,13,24.657398506001574,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2357,False,"{'a': 0.09470390918210547, 'e': 0.09470390918210547}",20,15,9.732424409599883,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2358,False,"{'a': 0.09460925260909793, 'e': 0.09460925260909793}",25,18,12.7161059923667,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2359,False,"{'a': 0.09451469064535088, 'e': 0.09451469064535088}",20,0,34.26240248112014,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2360,False,"{'a': 0.09442022319630235, 'e': 0.09442022319630235}",35,15,15.909890354987585,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
2361,False,"{'a': 0.09432585016748485, 'e': 0.09432585016748485}",25,13,10.977873336331198,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
2362,False,"{'a': 0.0942315714645254, 'e': 0.0942315714645254}",20,15,7.051041297942183,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2363,False,"{'a': 0.09413738699314529, 'e': 0.09413738699314529}",20,6,12.69377752053225,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2364,False,"{'a': 0.09404329665916, 'e': 0.09404329665916}",25,12,21.482141472972774,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2365,False,"{'a': 0.09394930036847918, 'e': 0.09394930036847918}",25,8,-53.833221290399564,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
2366,False,"{'a': 0.09385539802710659, 'e': 0.09385539802710659}",20,16,9.04009533676345,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2367,False,"{'a': 0.09376158954113986, 'e': 0.09376158954113986}",20,10,19.126833205270643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2368,False,"{'a': 0.09366787481677047, 'e': 0.09366787481677047}",35,13,23.823358549811015,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2369,False,"{'a': 0.09357425376028367, 'e': 0.09357425376028367}",20,4,24.312003148866747,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2370,False,"{'a': 0.09348072627805847, 'e': 0.09348072627805847}",30,21,14.577682164116613,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2371,False,"{'a': 0.09338729227656732, 'e': 0.09338729227656732}",25,8,28.968099839061164,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2372,False,"{'a': 0.09329395166237625, 'e': 0.09329395166237625}",20,12,14.451127510232974,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2373,False,"{'a': 0.09320070434214457, 'e': 0.09320070434214457}",20,1,12.935935346085884,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
2374,False,"{'a': 0.09310755022262504, 'e': 0.09310755022262504}",25,14,20.921981994966917,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2375,False,"{'a': 0.09301448921066349, 'e': 0.09301448921066349}",20,16,10.430310649036802,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2376,False,"{'a': 0.0929215212131989, 'e': 0.0929215212131989}",25,16,17.936394777467747,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2377,False,"{'a': 0.09282864613726323, 'e': 0.09282864613726323}",30,21,14.215839644992334,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2378,False,"{'a': 0.09273586388998147, 'e': 0.09273586388998147}",30,10,37.966786554329396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2379,False,"{'a': 0.09264317437857132, 'e': 0.09264317437857132}",20,1,-8.85611602534919,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
2380,False,"{'a': 0.09255057751034329, 'e': 0.09255057751034329}",30,23,13.184810782413674,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2381,False,"{'a': 0.09245807319270043, 'e': 0.09245807319270043}",20,10,7.084815113553013,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2382,False,"{'a': 0.0923656613331385, 'e': 0.0923656613331385}",25,15,18.83829435504858,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2383,False,"{'a': 0.09227334183924561, 'e': 0.09227334183924561}",20,12,13.641248446209067,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2384,False,"{'a': 0.09218111461870225, 'e': 0.09218111461870225}",25,11,27.634611595716663,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2385,False,"{'a': 0.09208897957928115, 'e': 0.09208897957928115}",20,13,11.357973077283937,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2386,False,"{'a': 0.09199693662884734, 'e': 0.09199693662884734}",20,8,12.072438459931686,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2387,False,"{'a': 0.09190498567535783, 'e': 0.09190498567535783}",20,13,14.017364014694875,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2388,False,"{'a': 0.09181312662686165, 'e': 0.09181312662686165}",20,11,19.438001165111807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2389,False,"{'a': 0.09172135939149971, 'e': 0.09172135939149971}",20,6,14.786972352909672,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2390,False,"{'a': 0.09162968387750484, 'e': 0.09162968387750484}",20,14,-0.1702946738261959,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2391,False,"{'a': 0.09153809999320149, 'e': 0.09153809999320149}",20,10,19.351228715759007,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2392,False,"{'a': 0.09144660764700575, 'e': 0.09144660764700575}",25,13,10.83134740969391,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2393,False,"{'a': 0.09135520674742525, 'e': 0.09135520674742525}",25,15,11.160067913301592,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2394,False,"{'a': 0.09126389720305915, 'e': 0.09126389720305915}",30,10,39.26656303974848,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2395,False,"{'a': 0.09117267892259785, 'e': 0.09117267892259785}",25,18,12.919594475813957,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2396,False,"{'a': 0.09108155181482308, 'e': 0.09108155181482308}",20,12,-7.567085037210123,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
2397,False,"{'a': 0.09099051578860767, 'e': 0.09099051578860767}",25,16,16.004871140492465,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2398,False,"{'a': 0.09089957075291567, 'e': 0.09089957075291567}",25,3,38.01355755813683,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2399,False,"{'a': 0.090808716616802, 'e': 0.090808716616802}",25,16,17.058043249955453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2400,False,"{'a': 0.09071795328941251, 'e': 0.09071795328941251}",35,13,36.702058559359294,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2401,False,"{'a': 0.09062728067998384, 'e': 0.09062728067998384}",20,9,-18.41836773737285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
2402,False,"{'a': 0.09053669869784343, 'e': 0.09053669869784343}",25,13,23.158959071225247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2403,False,"{'a': 0.09044620725240926, 'e': 0.09044620725240926}",25,15,-22.72284926063576,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2404,False,"{'a': 0.0903558062531899, 'e': 0.0903558062531899}",20,3,25.351320150672066,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2405,False,"{'a': 0.09026549560978427, 'e': 0.09026549560978427}",30,18,24.265081728824043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2406,False,"{'a': 0.0901752752318818, 'e': 0.0901752752318818}",20,16,8.849561781879146,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2407,False,"{'a': 0.0900851450292621, 'e': 0.0900851450292621}",20,14,12.866114132119183,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2408,False,"{'a': 0.08999510491179491, 'e': 0.08999510491179491}",25,15,17.791335453702107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2409,False,"{'a': 0.08990515478944011, 'e': 0.08990515478944011}",25,13,21.457473170184738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2410,False,"{'a': 0.08981529457224763, 'e': 0.08981529457224763}",25,14,17.808003135906915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2411,False,"{'a': 0.0897255241703572, 'e': 0.0897255241703572}",20,10,17.357683846482537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2412,False,"{'a': 0.08963584349399842, 'e': 0.08963584349399842}",30,23,13.09497522177979,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2413,False,"{'a': 0.08954625245349057, 'e': 0.08954625245349057}",25,12,24.592618526605605,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2414,False,"{'a': 0.08945675095924267, 'e': 0.08945675095924267}",25,13,20.13844371408621,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2415,False,"{'a': 0.08936733892175319, 'e': 0.08936733892175319}",20,14,11.6534361216073,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2416,False,"{'a': 0.08927801625161007, 'e': 0.08927801625161007}",25,13,4.197370723289816,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
2417,False,"{'a': 0.08918878285949061, 'e': 0.08918878285949061}",20,8,9.762465169076952,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2418,False,"{'a': 0.08909963865616147, 'e': 0.08909963865616147}",20,10,19.476652587443876,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2419,False,"{'a': 0.08901058355247843, 'e': 0.08901058355247843}",20,11,15.834330857484776,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2420,False,"{'a': 0.08892161745938634, 'e': 0.08892161745938634}",25,15,5.11506927164088,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2421,False,"{'a': 0.08883274028791908, 'e': 0.08883274028791908}",25,7,10.013805680910682,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
2422,False,"{'a': 0.08874395194919957, 'e': 0.08874395194919957}",20,13,13.420470421601674,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2423,False,"{'a': 0.08865525235443938, 'e': 0.08865525235443938}",30,7,27.341716581738815,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
2424,False,"{'a': 0.08856664141493896, 'e': 0.08856664141493896}",30,18,25.306701451401217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2425,False,"{'a': 0.08847811904208727, 'e': 0.08847811904208727}",20,12,17.834480995979042,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2426,False,"{'a': 0.08838968514736205, 'e': 0.08838968514736205}",30,12,35.815947894145005,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2427,False,"{'a': 0.08830133964232935, 'e': 0.08830133964232935}",25,16,17.05884622615325,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2428,False,"{'a': 0.08821308243864363, 'e': 0.08821308243864363}",20,16,7.1784349656465,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2429,False,"{'a': 0.08812491344804767, 'e': 0.08812491344804767}",30,12,31.81010707528257,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2430,False,"{'a': 0.08803683258237255, 'e': 0.08803683258237255}",25,6,-8.363912055730587,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
2431,False,"{'a': 0.08794883975353733, 'e': 0.08794883975353733}",25,7,19.618089725072572,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2432,False,"{'a': 0.0878609348735492, 'e': 0.0878609348735492}",25,13,20.495206627345134,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2433,False,"{'a': 0.08777311785450327, 'e': 0.08777311785450327}",30,16,23.860724876287975,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2434,False,"{'a': 0.08768538860858248, 'e': 0.08768538860858248}",20,13,11.444048848429862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2435,False,"{'a': 0.08759774704805763, 'e': 0.08759774704805763}",20,8,23.421372050954083,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2436,False,"{'a': 0.08751019308528712, 'e': 0.08751019308528712}",20,12,15.6654827122333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2437,False,"{'a': 0.08742272663271701, 'e': 0.08742272663271701}",20,9,11.001945688909384,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2438,False,"{'a': 0.08733534760288077, 'e': 0.08733534760288077}",20,13,13.459143025046203,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2439,False,"{'a': 0.08724805590839944, 'e': 0.08724805590839944}",30,16,14.57802618192349,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2440,False,"{'a': 0.0871608514619813, 'e': 0.0871608514619813}",30,23,12.566346052288146,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2441,False,"{'a': 0.08707373417642188, 'e': 0.08707373417642188}",25,11,27.624558859298908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2442,False,"{'a': 0.08698670396460385, 'e': 0.08698670396460385}",30,17,-24.133706850194127,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
2443,False,"{'a': 0.08689976073949708, 'e': 0.08689976073949708}",20,0,21.911892026843542,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2444,False,"{'a': 0.08681290441415829, 'e': 0.08681290441415829}",25,17,13.402479870324406,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
